,total volume,irrigation outflow,water_overflow,inflow2A,pump_runtime
2016-01-05 20:00:00,232086.60749988543,286.87516949999997,0.0,0.0,1.8750011078431372
2016-01-05 21:00:00,231799.73233038542,286.87516949999997,0.0,0.0,1.968751163235294
2016-01-05 22:00:00,231512.8571608854,286.87516949999997,0.0,0.0,2.062501218627451
2016-01-05 23:00:00,231225.9819913854,286.87516949999997,0.0,0.0,2.156251274019608
2016-01-06 00:00:00,251154.27957478818,286.87516949999997,0.0,0.0,0.0
2016-01-06 01:00:00,250855.5031195882,298.7764552,0.0,0.0,0.09763936444444445
2016-01-06 02:00:00,250556.7266643882,298.7764552,0.0,0.0,0.1952787288888889
2016-01-06 03:00:00,250257.95020918822,298.7764552,0.0,0.0,0.29291809333333335
2016-01-06 04:00:00,249959.17375398823,298.7764552,0.0,0.0,0.3905574577777778
2016-01-06 05:00:00,249660.39729878824,298.7764552,0.0,0.0,0.4881968222222222
2016-01-06 06:00:00,249361.62084358826,298.7764552,0.0,0.0,0.5858361866666667
2016-01-06 07:00:00,249062.84438838827,298.7764552,0.0,0.0,0.6834755511111111
2016-01-06 08:00:00,248764.0679331883,298.7764552,0.0,0.0,0.7811149155555556
2016-01-06 09:00:00,248465.2914779883,298.7764552,0.0,0.0,0.87875428
2016-01-06 10:00:00,248166.5150227883,298.7764552,0.0,0.0,0.9763936444444444
2016-01-06 11:00:00,247867.73856758833,298.7764552,0.0,0.0,1.074033008888889
2016-01-06 12:00:00,247568.96211238834,298.7764552,0.0,0.0,1.1716723733333334
2016-01-06 13:00:00,247270.18565718835,298.7764552,0.0,0.0,1.2693117377777778
2016-01-06 14:00:00,246971.40920198837,298.7764552,0.0,0.0,1.3669511022222223
2016-01-06 15:00:00,246672.63274678838,298.7764552,0.0,0.0,1.4645904666666667
2016-01-06 16:00:00,246373.8562915884,298.7764552,0.0,0.0,1.5622298311111111
2016-01-06 17:00:00,246075.0798363884,298.7764552,0.0,0.0,1.6598691955555556
2016-01-06 18:00:00,245776.30338118842,298.7764552,0.0,0.0,1.75750856
2016-01-06 19:00:00,245477.52692598844,298.7764552,0.0,0.0,1.8551479244444444
2016-01-06 20:00:00,245178.75047078845,298.7764552,0.0,0.0,1.9527872888888889
2016-01-06 21:00:00,244879.97401558846,298.7764552,0.0,0.0,2.0504266533333335
2016-01-06 22:00:00,244581.19756038848,298.7764552,0.0,0.0,2.148066017777778
2016-01-06 23:00:00,244282.4211051885,298.7764552,0.0,0.0,2.2457053822222224
2016-01-07 00:00:00,259656.49503247524,298.7764552,0.0,0.0,0.0
2016-01-07 01:00:00,259350.47839657523,306.0166359,0.0,0.0,0.10000543656862744
2016-01-07 02:00:00,259044.4617606752,306.0166359,0.0,0.0,0.20001087313725488
2016-01-07 03:00:00,258738.4451247752,306.0166359,0.0,0.0,0.30001630970588233
2016-01-07 04:00:00,258432.4284888752,306.0166359,0.0,0.0,0.40002174627450976
2016-01-07 05:00:00,258126.41185297517,306.0166359,0.0,0.0,0.5000271828431372
2016-01-07 06:00:00,257820.39521707516,306.0166359,0.0,0.0,0.6000326194117647
2016-01-07 07:00:00,257514.37858117514,306.0166359,0.0,0.0,0.7000380559803921
2016-01-07 08:00:00,257208.36194527513,306.0166359,0.0,0.0,0.8000434925490196
2016-01-07 09:00:00,256902.34530937512,306.0166359,0.0,0.0,0.9000489291176471
2016-01-07 10:00:00,256596.3286734751,306.0166359,0.0,0.0,1.0000543656862746
2016-01-07 11:00:00,256290.3120375751,306.0166359,0.0,0.0,1.100059802254902
2016-01-07 12:00:00,255984.29540167507,306.0166359,0.0,0.0,1.2000652388235293
2016-01-07 13:00:00,255678.27876577506,306.0166359,0.0,0.0,1.3000706753921567
2016-01-07 14:00:00,255372.26212987505,306.0166359,0.0,0.0,1.400076111960784
2016-01-07 15:00:00,255066.24549397503,306.0166359,0.0,0.0,1.5000815485294114
2016-01-07 16:00:00,254760.22885807502,306.0166359,0.0,0.0,1.6000869850980388
2016-01-07 17:00:00,254454.212222175,306.0166359,0.0,0.0,1.7000924216666662
2016-01-07 18:00:00,254148.195586275,306.0166359,0.0,0.0,1.8000978582352936
2016-01-07 19:00:00,253842.17895037498,306.0166359,0.0,0.0,1.900103294803921
2016-01-07 20:00:00,253536.16231447496,306.0166359,0.0,0.0,2.0001087313725483
2016-01-07 21:00:00,253230.14567857495,306.0166359,0.0,0.0,2.1001141679411757
2016-01-07 22:00:00,252924.12904267493,306.0166359,0.0,0.0,2.200119604509803
2016-01-07 23:00:00,252618.11240677492,306.0166359,0.0,0.0,2.3001250410784304
2016-01-08 00:00:00,271616.0631051136,306.0166359,0.0,0.0,0.0
2016-01-08 01:00:00,271295.27067021356,320.7924349,0.0,0.0,0.10483412905228758
2016-01-08 02:00:00,270974.47823531355,320.7924349,0.0,0.0,0.20966825810457515
2016-01-08 03:00:00,270653.68580041354,320.7924349,0.0,0.0,0.31450238715686274
2016-01-08 04:00:00,270332.89336551353,320.7924349,0.0,0.0,0.4193365162091503
2016-01-08 05:00:00,270012.1009306135,320.7924349,0.0,0.0,0.5241706452614379
2016-01-08 06:00:00,269691.3084957135,320.7924349,0.0,0.0,0.6290047743137255
2016-01-08 07:00:00,269370.5160608135,320.7924349,0.0,0.0,0.7338389033660131
2016-01-08 08:00:00,269049.7236259135,320.7924349,0.0,0.0,0.8386730324183007
2016-01-08 09:00:00,268728.9311910135,320.7924349,0.0,0.0,0.9435071614705883
2016-01-08 10:00:00,268408.1387561135,320.7924349,0.0,0.0,1.048341290522876
2016-01-08 11:00:00,268087.34632121347,320.7924349,0.0,0.0,1.1531754195751636
2016-01-08 12:00:00,267766.55388631346,320.7924349,0.0,0.0,1.2580095486274512
2016-01-08 13:00:00,267445.76145141345,320.7924349,0.0,0.0,1.3628436776797388
2016-01-08 14:00:00,267124.96901651344,320.7924349,0.0,0.0,1.4676778067320264
2016-01-08 15:00:00,266804.1765816134,320.7924349,0.0,0.0,1.572511935784314
2016-01-08 16:00:00,266483.3841467134,320.7924349,0.0,0.0,1.6773460648366016
2016-01-08 17:00:00,266162.5917118134,320.7924349,0.0,0.0,1.7821801938888893
